0.05,0.1,0.15,0.2,0.3,0.4,Transcript,Sampling Interval
34.438,10.993,8.564,10.885,30.539,5.256,B1,5 minutes
2.399,2.589,20.453,5.696,14.046,3.85,B1,5 minutes
54.06,16.109,32.955,1.214,6.601,3.85,B1,5 minutes
43.677,71.427,1.175,15.401,14.518,25.493,B1,5 minutes
16.935,25.729,35.144,1.244,5.406,1.797,B1,5 minutes
27.225,0.356,50.754,0.155,17.309,7.151,B1,5 minutes
29.641,12.922,2.568,31.728,16.01,16.029,B1,5 minutes
21.377,5.081,3.436,6.024,16.193,8.79,B1,5 minutes
9.18,34.163,7.385,15.782,11.424,6.003,B1,5 minutes
4.942,37.659,6.891,6.003,16.164,1.286,B1,5 minutes
36.854,23.017,21.102,2.176,9.588,13.939,B1,5 minutes
3.568,11.079,0.728,6.426,16.661,15.918,C,5 minutes
0.623,9.141,20.859,16.825,15.94,6.42,C,5 minutes
38.587,14.009,1.465,2.329,4.732,11.393,C,5 minutes
5.491,8.375,6.408,7.316,5.469,5.44,C,5 minutes
13.378,1.795,1.945,1.484,5.799,1.305,C,5 minutes
15.992,21.129,2.546,2.25,0.233,1.754,C,5 minutes
9.112,29.355,20.423,1.732,0.022,2.475,C,5 minutes
0.909,1.923,6.467,12.762,1.75,7.006,C,5 minutes
21.956,7.0,4.003,20.442,11.395,3.382,C,5 minutes
3.598,19.439,17.479,7.26,15.196,8.989,C,5 minutes
12.386,11.462,0.128,16.893,11.845,4.2,C,5 minutes
3.974,37.978,15.076,8.436,7.332,1.461,C,5 minutes
8.42,8.42,15.451,6.194,5.146,6.188,C,5 minutes
37.489,15.151,17.374,6.227,9.42,10.526,C,5 minutes
8.075,11.485,10.659,5.322,17.577,12.621,C,5 minutes
6.408,5.603,2.697,7.124,8.352,3.93,C,5 minutes
35.687,15.721,13.273,9.175,3.688,0.554,C,5 minutes
38.661,4.402,6.227,6.374,17.051,3.389,C,5 minutes
2.036,11.823,23.203,3.625,10.081,8.245,C,5 minutes
13.513,7.264,0.173,8.814,11.095,7.75,C,5 minutes
22.092,2.104,5.295,26.966,0.06,7.191,C,5 minutes
21.896,1.923,19.658,1.66,11.44,8.61,C,5 minutes
17.675,5.22,17.134,8.605,0.706,9.022,C,5 minutes
25.472,28.581,23.354,8.74,11.989,4.07,C,5 minutes
9.366,18.786,4.965,3.192,0.315,3.968,C,5 minutes
13.033,12.093,7.248,8.402,3.785,5.506,C,5 minutes
1.119,3.553,29.948,1.299,4.477,0.961,C,5 minutes
3.823,13.979,7.684,3.451,0.098,4.143,C,5 minutes
12.792,38.654,19.011,2.336,3.298,3.541,C,5 minutes
10.464,0.143,19.793,3.124,5.971,6.753,C,5 minutes
33.794,6.888,7.338,15.388,12.334,6.398,C,5 minutes
22.948,22.008,20.348,23.135,21.017,7.281,C,5 minutes
8.796,9.292,17.059,0.691,3.793,1.057,C,5 minutes
14.64,29.377,0.549,7.462,9.705,15.507,C,5 minutes
19.552,7.061,13.783,5.101,2.801,2.261,C,5 minutes
29.017,0.082,5.776,14.493,5.168,8.351,C,5 minutes
13.438,3.523,0.098,4.064,6.828,2.52,C,5 minutes
38.136,11.816,13.679,18.43,3.726,0.64,C,5 minutes
31.135,11.095,1.796,21.562,9.818,0.865,C,5 minutes
30.925,30.024,17.404,11.354,3.974,7.32,C,5 minutes
0.233,15.023,4.83,10.2,5.032,1.665,C,5 minutes
24.255,24.931,2.065,9.36,7.481,13.676,C,5 minutes
25.111,10.358,12.341,16.773,11.125,6.565,C,5 minutes
5.671,1.322,6.182,11.665,5.468,8.554,C,5 minutes
15.557,9.179,23.143,8.848,1.427,6.34,C,5 minutes
0.803,16.149,7.024,7.226,0.278,4.915,C,5 minutes
23.473,8.916,2.892,5.777,5.394,2.842,C,5 minutes
14.881,14.256,14.385,4.657,13.663,4.441,C,5 minutes
36.453,5.085,12.928,5.934,14.009,6.088,C,5 minutes
5.281,16.683,20.95,5.202,15.023,3.208,C,5 minutes
29.483,20.904,2.051,19.647,14.129,0.403,C,5 minutes
11.169,4.093,28.296,12.375,11.11,0.78,C,5 minutes
33.478,16.841,11.53,2.91,16.472,2.51,C,5 minutes
31.676,27.236,41.126,0.954,14.452,5.557,C,5 minutes
32.622,15.271,3.418,6.723,3.103,15.113,C,5 minutes
1.93,0.916,2.772,5.051,14.865,1.839,C,5 minutes
15.721,9.096,18.305,18.684,3.929,2.088,C,5 minutes
20.273,0.188,15.677,7.834,7.347,5.185,C,5 minutes
20.289,12.904,4.049,2.509,13.791,7.884,C,5 minutes
1.901,6.257,4.184,18.993,17.299,7.62,C,5 minutes
30.069,12.634,25.681,8.138,17.562,9.795,C,5 minutes
35.506,2.223,3.944,3.422,9.487,1.889,C,5 minutes
15.947,1.157,17.359,0.413,4.769,1.463,C,5 minutes
6.527,15.083,2.562,6.757,17.727,12.617,C,5 minutes
14.82,1.412,9.757,6.358,19.748,13.0,C,5 minutes
32.036,1.788,24.105,1.168,11.41,7.457,C,5 minutes
22.317,16.188,11.184,3.963,2.478,8.977,C,5 minutes
15.947,12.859,10.719,12.819,4.687,4.488,C,5 minutes
35.207,13.761,5.13,19.996,9.089,6.323,C,5 minutes
33.073,28.048,15.076,4.736,2.381,2.898,C,5 minutes
14.549,14.655,18.937,12.364,3.725,2.747,C,5 minutes
5.265,24.487,8.075,8.781,12.973,8.741,C,5 minutes
31.556,7.399,20.98,5.953,0.638,4.791,C,5 minutes
20.589,24.465,5.536,7.902,18.823,4.52,C,5 minutes
11.079,16.69,3.628,2.937,11.583,10.172,C,5 minutes
6.888,2.396,4.905,10.903,6.1,0.751,C,5 minutes
14.926,20.762,15.572,4.672,4.063,14.34,C,5 minutes
52.047,19.417,21.521,1.27,8.571,11.224,C,5 minutes
24.014,7.624,0.909,4.436,12.041,4.82,C,5 minutes
2.532,31.984,22.977,1.653,2.997,9.162,C,5 minutes
23.789,7.467,1.359,3.665,1.374,4.257,C,5 minutes
13.619,2.403,6.091,7.117,2.119,4.616,C,5 minutes
25.997,0.887,15.346,12.999,2.179,5.716,C,5 minutes
21.1,2.577,0.338,1.822,12.064,5.491,C,5 minutes
9.472,5.168,5.656,0.522,0.278,4.15,C,5 minutes
67.656,23.856,8.48,16.458,5.295,11.788,C,5 minutes
13.468,6.324,15.962,6.043,2.96,7.845,C,5 minutes
3.658,20.453,1.87,10.065,9.855,2.137,C,5 minutes
13.603,8.398,26.088,19.462,5.746,13.349,C,5 minutes
0.233,6.369,23.143,17.911,5.062,0.177,C,5 minutes
11.906,4.808,9.081,12.848,15.203,8.662,C,5 minutes
20.154,0.684,6.377,11.5,4.635,0.115,C,5 minutes
32.081,14.272,8.886,20.769,16.367,4.396,C,5 minutes
3.749,18.899,0.894,2.539,23.293,13.883,C,5 minutes
8.961,2.577,19.027,7.501,9.712,2.375,C,5 minutes
18.831,28.048,10.178,0.567,21.265,3.777,C,5 minutes
10.268,3.237,4.259,19.0,7.481,7.355,C,5 minutes
1.946,10.824,8.496,5.84,3.004,1.598,C,5 minutes
36.108,1.315,37.445,7.771,4.8,1.632,C,5 minutes
31.901,9.9,17.404,8.488,3.162,6.408,C,5 minutes
7.029,1.164,16.719,4.781,11.488,4.13,A3,5 minutes
9.892,0.844,6.067,7.417,9.381,0.622,A3,5 minutes
1.74,20.886,7.467,17.019,12.94,6.615,A3,5 minutes
11.939,0.289,2.647,10.209,1.489,11.347,A3,5 minutes
31.066,21.782,0.486,7.346,1.766,5.865,A3,5 minutes
6.292,16.711,27.487,9.793,2.37,9.359,A3,5 minutes
6.711,10.528,1.117,14.583,8.519,0.194,A3,5 minutes
11.682,5.518,7.599,1.312,3.86,3.063,A3,5 minutes
10.727,14.086,15.3,3.649,11.7,1.373,A3,5 minutes
13.887,22.18,11.753,1.232,4.907,11.884,A3,5 minutes
35.639,0.089,3.35,9.493,2.039,8.082,A3,5 minutes
4.802,9.375,20.276,2.306,17.315,2.838,A3,5 minutes
21.204,5.101,3.0,9.076,1.217,0.362,A3,5 minutes
31.485,2.872,4.471,0.945,4.41,0.562,A3,5 minutes
6.332,0.985,1.184,0.467,6.658,0.66,A3,5 minutes
1.52,29.974,11.377,0.884,13.059,10.633,A3,5 minutes
9.394,2.218,1.86,0.079,10.395,6.267,A3,5 minutes
22.198,19.812,0.786,2.287,0.117,7.78,A3,5 minutes
2.355,10.409,3.636,3.371,7.208,4.766,A3,5 minutes
15.677,17.983,13.609,10.07,0.262,10.686,A3,5 minutes
1.083,11.801,0.269,0.407,6.438,3.783,A3,5 minutes
31.662,29.734,11.435,10.12,5.107,2.705,A3,5 minutes
18.362,11.303,10.958,16.762,7.679,4.27,A3,5 minutes
6.115,20.39,10.362,5.348,8.738,1.078,A3,5 minutes
18.619,6.133,6.857,1.52,10.878,6.754,A3,5 minutes
4.065,1.739,14.505,15.279,8.64,4.095,A3,5 minutes
13.887,27.805,2.17,5.916,2.218,2.634,A3,5 minutes
1.382,21.741,9.473,7.158,2.912,0.721,A3,5 minutes
20.051,5.061,7.194,11.989,0.771,3.335,A3,5 minutes
3.986,5.457,4.961,4.334,20.316,6.572,A3,5 minutes
7.467,17.188,16.167,8.232,3.477,0.258,A3,5 minutes
17.705,4.543,13.092,6.402,0.428,5.566,A3,5 minutes
2.435,6.472,6.027,7.157,3.601,7.516,A3,5 minutes
26.912,22.874,1.441,0.199,0.083,1.302,A3,5 minutes
23.153,5.616,3.636,4.713,3.124,0.273,A3,5 minutes
11.422,2.973,10.892,4.045,13.08,7.202,A3,5 minutes
3.609,16.533,2.191,15.309,8.625,8.799,A3,5 minutes
11.483,22.616,7.976,13.52,1.063,5.85,A3,5 minutes
9.813,14.624,8.917,5.816,11.395,9.036,A3,5 minutes
2.138,17.665,7.843,10.716,8.991,0.357,A3,5 minutes
22.357,15.12,9.72,1.391,6.073,3.659,A3,5 minutes
26.334,8.32,17.016,2.884,9.044,6.68,A3,5 minutes
13.728,8.64,13.529,7.783,12.941,12.04,A3,5 minutes
35.679,13.231,5.531,2.148,6.219,1.84,A3,5 minutes
10.926,3.35,0.309,3.439,8.022,2.779,A3,5 minutes
26.872,12.199,10.521,5.558,5.888,9.688,A3,5 minutes
12.755,11.383,13.251,10.131,0.11,1.124,A3,5 minutes
2.098,8.6,1.56,4.424,0.639,2.908,A3,5 minutes
9.672,19.832,6.557,6.264,1.886,15.264,A3,5 minutes
24.823,3.747,2.642,1.739,4.251,2.232,A3,5 minutes
23.789,4.862,0.176,7.873,6.252,4.851,A3,5 minutes
2.515,0.467,4.696,23.829,2.402,5.314,A3,5 minutes
20.886,11.203,0.42,4.195,6.18,5.458,A3,5 minutes
5.059,13.392,11.7,6.083,5.444,8.023,A3,5 minutes
4.026,11.284,3.477,1.72,0.938,1.923,A3,5 minutes
2.337,12.297,4.688,5.0,4.019,6.476,A3,5 minutes
9.852,12.257,4.423,13.163,5.629,4.9,A3,5 minutes
0.447,26.533,8.36,7.575,2.695,0.839,A3,5 minutes
24.385,0.05,0.614,0.616,1.315,4.523,A3,5 minutes
0.447,7.288,0.367,3.202,14.007,3.798,A3,5 minutes
4.582,9.414,4.59,11.9,0.778,11.651,A3,5 minutes
4.224,12.993,26.612,0.895,12.257,1.571,A3,5 minutes
5.537,0.687,5.518,23.371,12.35,6.238,A3,5 minutes
4.047,10.945,13.484,5.924,3.417,2.544,A3,5 minutes
12.973,4.922,18.998,6.71,5.193,3.773,A3,5 minutes
14.166,30.669,12.093,1.601,5.319,6.849,A3,5 minutes
17.546,4.564,11.721,3.212,11.475,0.899,A3,5 minutes
3.053,13.092,3.092,1.452,2.085,16.662,A3,5 minutes
8.758,3.489,33.38,12.755,7.704,8.028,A3,5 minutes
8.222,1.202,8.315,18.262,5.318,1.64,A3,5 minutes
8.898,11.104,1.162,2.604,4.02,0.442,A3,5 minutes
4.961,17.368,12.053,1.172,6.332,8.674,A3,5 minutes
17.228,18.759,6.332,0.965,3.807,8.083,A3,5 minutes
8.222,1.223,4.198,20.867,12.529,6.776,A3,5 minutes
9.752,23.909,19.852,4.483,2.715,0.965,A3,5 minutes
1.481,20.389,20.205,6.115,1.349,6.526,A3,5 minutes
18.601,5.477,9.998,22.009,6.803,5.979,A3,5 minutes
0.15,25.281,13.49,10.926,12.754,11.657,A3,5 minutes
2.196,9.554,19.237,0.059,16.036,1.452,A3,5 minutes
4.206,15.796,14.187,7.228,4.317,3.364,A3,5 minutes
4.105,15.758,11.859,2.773,14.392,15.062,A3,5 minutes
8.262,15.32,9.919,7.823,8.652,0.373,A3,5 minutes
12.893,18.74,8.5,13.61,0.917,8.033,A3,5 minutes
32.876,14.424,9.646,4.672,14.709,4.777,A3,5 minutes
19.097,1.858,6.963,3.867,5.789,7.894,A3,5 minutes
3.867,1.58,8.713,13.769,8.731,6.617,A3,5 minutes
40.729,9.992,4.291,9.145,7.778,3.002,A3,5 minutes
26.453,18.281,6.366,12.0,4.894,2.892,A3,5 minutes
13.291,9.157,8.023,16.711,1.462,3.335,A3,5 minutes
34.883,8.918,14.842,0.349,9.142,1.317,A3,5 minutes
2.734,12.576,5.916,6.433,6.59,5.23,A3,5 minutes
24.067,7.863,16.043,7.207,6.537,4.045,A3,5 minutes
4.463,14.724,2.668,5.537,10.103,4.628,A3,5 minutes
6.154,1.043,9.407,17.368,9.693,11.085,A3,5 minutes
8.082,7.427,9.871,7.803,3.608,1.228,A3,5 minutes
3.132,12.914,0.341,2.534,2.349,6.199,A3,5 minutes
21.583,3.291,1.396,9.215,1.82,8.648,A3,5 minutes
9.195,12.814,3.45,7.079,2.733,0.69,A3,5 minutes
14.245,0.19,7.18,1.053,12.535,1.103,A3,5 minutes
30.748,5.318,8.227,2.226,9.687,1.451,A3,5 minutes
0.155,0.292,11.212,13.405,3.404,,A2,5 minutes
17.412,8.439,5.511,11.197,7.956,,A2,5 minutes
17.412,12.253,15.068,2.815,5.832,,A2,5 minutes
4.368,5.546,11.497,0.836,2.987,,A2,5 minutes
40.3,3.594,9.283,5.993,0.5,,A2,5 minutes
19.65,19.894,15.068,9.162,1.886,,A2,5 minutes
33.373,17.912,2.761,9.896,4.07,,A2,5 minutes
11.2,0.53,1.94,2.717,1.089,,A2,5 minutes
12.271,9.295,10.545,10.117,7.201,,A2,5 minutes
14.27,19.43,6.427,8.733,0.786,,A2,5 minutes
11.842,19.162,2.714,2.315,8.177,,A2,5 minutes
11.2,5.618,3.059,2.773,2.612,,A2,5 minutes
6.951,5.808,6.249,7.43,0.785,,A2,5 minutes
3.88,7.742,8.486,13.592,10.843,,A2,5 minutes
26.589,16.734,2.511,3.074,2.868,,A2,5 minutes
8.665,11.938,5.737,16.127,1.422,,A2,5 minutes
9.831,4.255,8.986,15.6,1.678,,A2,5 minutes
6.951,0.94,0.964,11.625,8.956,,A2,5 minutes
8.974,6.844,7.391,5.636,5.273,,A2,5 minutes
6.808,9.879,2.178,0.717,10.426,,A2,5 minutes
26.625,15.877,4.892,0.726,12.116,,A2,5 minutes
6.296,1.273,17.401,0.994,3.142,,A2,5 minutes
15.949,1.101,4.594,4.243,2.922,,A2,5 minutes
3.297,3.707,14.806,14.708,5.374,,A2,5 minutes
48.477,9.813,3.606,19.659,2.196,,A2,5 minutes
13.592,8.04,9.89,7.912,2.618,,A2,5 minutes
12.199,1.155,12.723,0.539,3.838,,A2,5 minutes
18.448,1.262,4.749,8.245,4.535,,A2,5 minutes
12.414,6.725,5.582,12.806,9.474,,A2,5 minutes
48.334,2.059,7.117,2.586,16.472,,A2,5 minutes
21.59,17.145,0.262,7.68,3.588,,A2,5 minutes
19.876,2.547,10.997,10.985,3.446,,A2,5 minutes
33.873,17.24,3.701,0.94,4.499,,A2,5 minutes
5.808,1.565,7.831,7.064,1.214,,A2,5 minutes
22.768,9.664,3.333,0.068,3.279,,A2,5 minutes
8.415,3.487,4.725,2.476,2.386,,A2,5 minutes
0.988,8.236,11.105,11.59,6.302,,A2,5 minutes
2.583,6.701,5.927,10.027,2.363,,A2,5 minutes
20.769,12.36,9.355,14.895,14.919,,A2,5 minutes
7.986,8.718,12.699,18.975,10.444,,A2,5 minutes
5.987,21.697,3.404,4.841,12.015,,A2,5 minutes
9.307,0.988,2.13,10.295,5.564,,A2,5 minutes
15.627,0.916,20.233,0.211,12.937,,A2,5 minutes
8.058,2.666,6.76,5.674,3.6,,A2,5 minutes
6.915,3.487,5.642,1.458,3.898,,A2,5 minutes
7.129,7.117,11.545,2.434,5.772,,A2,5 minutes
31.98,7.415,9.486,6.671,6.475,,A2,5 minutes
18.519,16.109,2.666,1.324,11.819,,A2,5 minutes
15.592,4.707,23.209,5.46,0.869,,A2,5 minutes
8.45,2.297,7.046,0.015,2.845,,A2,5 minutes
6.475,0.173,2.44,6.18,0.167,,A2,5 minutes
6.225,7.933,5.737,5.085,12.961,,A2,5 minutes
3.523,11.128,4.844,14.883,0.792,,A2,5 minutes
1.44,3.422,8.189,2.984,2.773,,A2,5 minutes
29.124,1.827,4.106,1.532,1.404,,A2,5 minutes
7.082,4.243,7.355,8.215,1.024,,A2,5 minutes
47.263,15.663,31.362,2.005,14.657,,A2,5 minutes
1.202,6.933,11.164,6.245,2.077,,A2,5 minutes
24.554,3.077,7.974,1.235,4.249,,A2,5 minutes
16.627,16.038,6.01,1.69,6.314,,A2,5 minutes
42.371,0.292,4.939,10.628,3.975,,A2,5 minutes
1.345,5.576,12.521,3.228,10.486,,A2,5 minutes
8.831,2.958,9.402,4.582,16.288,,A2,5 minutes
23.125,18.055,7.605,3.94,6.147,,A2,5 minutes
18.019,0.065,4.654,12.289,5.088,,A2,5 minutes
27.696,9.563,4.916,7.635,15.336,,A2,5 minutes
24.792,7.939,3.047,7.082,1.785,,A2,5 minutes
12.414,15.02,11.128,1.895,11.414,,A2,5 minutes
21.911,35.23,10.152,11.741,6.147,,A2,5 minutes
12.009,5.582,13.033,3.841,9.069,,A2,5 minutes
6.165,3.029,3.761,7.299,6.135,,A2,5 minutes
3.202,11.235,11.093,9.536,6.98,,A2,5 minutes
15.841,9.902,8.189,8.798,2.803,,A2,5 minutes
24.339,4.636,5.284,10.941,9.111,,A2,5 minutes
1.512,14.508,6.975,8.852,9.343,,A2,5 minutes
0.702,2.958,4.023,5.63,3.475,,A2,5 minutes
9.7,6.237,0.916,7.406,1.625,,A2,5 minutes
35.908,17.895,8.058,0.423,7.111,,A2,5 minutes
1.166,16.181,4.856,5.502,6.951,,A2,5 minutes
1.166,27.821,11.176,5.174,5.582,,A2,5 minutes
1.976,7.879,12.89,18.287,9.843,,A2,5 minutes
14.592,7.921,12.235,12.268,2.327,,A2,5 minutes
13.402,4.523,0.476,15.788,2.273,,A2,5 minutes
30.552,17.127,5.891,16.588,3.041,,A2,5 minutes
13.949,8.2,3.618,1.916,6.861,,A2,5 minutes
20.519,29.677,2.285,10.655,1.886,,A2,5 minutes
1.345,4.023,8.45,1.872,8.325,,A2,5 minutes
7.296,16.377,17.186,1.622,0.47,,A2,5 minutes
8.367,7.897,7.915,2.11,0.173,,A2,5 minutes
7.546,7.236,7.082,3.136,7.576,,A2,5 minutes
30.659,12.878,9.902,2.184,4.517,,A2,5 minutes
35.515,15.681,7.26,10.634,0.905,,A2,5 minutes
0.583,10.742,2.916,0.809,2.862,,A2,5 minutes
27.553,1.113,3.142,3.922,1.398,,A2,5 minutes
20.555,15.627,4.344,2.351,7.379,,A2,5 minutes
1.988,16.026,3.142,20.32,1.333,,A2,5 minutes
3.166,11.706,1.44,8.272,2.833,,A2,5 minutes
3.654,2.511,16.579,0.658,6.403,,A2,5 minutes
39.229,1.654,12.283,0.274,13.943,,A2,5 minutes
35.872,7.814,14.163,3.639,0.042,,A2,5 minutes
