# Percent Error Rates for Total Sampled Time (minutes) analyis; TTS: 30 min - 180 min, sampling interval:30 seconds
8.417,5.323,8.523,5.493,0.654,5.668,0.202,16.583,5.466,5.502,A1,9.945,3.912,6.126,2.52,3.326,1.58
7.879,4.121,8.135,5.341,7.465,1.152,2.74,6.639,2.042,6.874,A1,2.958,0.714,3.653,4.155,12.056,5.577
5.143,12.623,11.191,6.489,2.544,6.829,7.116,3.143,2.433,1.412,A1,11.195,7.865,5.172,5.022,4.58,12.33
26.595,4.686,11.536,23.833,1.806,11.439,5.861,5.455,4.566,4.273,A1,5.375,4.39,6.514,1.397,1.927,4.498
12.928,20.587,7.879,4.3,5.157,5.695,9.424,17.519,3.333,2.381,A1,1.86,5.282,2.978,4.652,0.142,2.124
2.022,13.071,3.122,1.646,7.203,0.17,2.294,3.594,5.848,4.847,A1,2.685,8.564,0.546,6.098,2.187,4.055
2.39,16.954,1.981,3.673,10.032,1.269,6.542,1.14,0.349,7.116,A1,0.602,3.635,4.162,1.67,4.055,4.976
2.812,9.304,2.41,4.408,11.108,4.054,15.75,0.065,2.081,3.52,A1,4.07,19.987,2.295,4.598,0.801,4.516
7.116,4.946,1.764,2.65,7.895,2.91,3.971,2.55,8.166,2.776,A1,2.536,3.168,1.649,0.823,5.681,0.572
5.87,9.547,5.274,6.067,4.79,0.224,0.886,9.631,1.68,7.78,A1,3.744,6.266,2.747,1.114,2.149,8.24
2.704,16.255,1.291,0.632,0.422,12.058,5.06,4.887,13.87,7.87,A1,4.178,3.222,13.609,2.54,3.896,7.965
4.569,1.726,4.562,0.175,6.143,4.874,10.704,1.271,4.625,5.637,A1,2.709,7.134,3.07,8.385,1.674,10.728
0.022,0.265,15.841,0.892,0.683,13.914,5.538,6.306,0.839,1.377,A1,2.743,1.936,3.925,0.426,0.579,3.248
12.183,2.794,0.752,4.39,1.283,0.865,0.501,0.516,0.287,3.045,A1,3.546,9.494,6.736,5.116,0.566,6.752
3.673,3.045,26.387,9.914,17.212,6.717,14.578,1.809,2.419,3.78,A1,1.658,4.206,12.031,2.007,2.137,5.353
0.776,6.919,4.756,1.206,4.436,5.574,2.309,4.671,2.883,1.708,A1,13.769,11.293,2.103,6.69,1.459,2.809
5.116,3.708,0.709,2.031,5.835,14.398,10.763,14.054,9.742,5.538,A1,7.594,4.505,3.378,1.841,1.826,5.819
1.134,4.596,10.632,19.457,4.404,0.785,9.328,2.227,10.955,0.686,A1,0.963,1.469,2.302,12.239,3.339,4.45
5.143,2.471,4.09,8.013,4.651,6.26,6.435,3.777,5.603,0.283,A1,3.773,3.844,3.873,0.137,7.049,4.049
3.143,4.031,3.895,2.56,5.312,4.444,6.674,0.085,2.282,6.865,A1,0.094,0.468,5.423,0.173,1.617,2.922
25.447,9.26,1.271,10.363,2.914,0.798,10.584,3.131,2.136,2.103,A1,4.92,1.377,6.148,5.049,9.505,0.372
5.224,7.098,8.931,5.143,0.039,1.188,2.629,6.015,12.412,6.166,A1,5.875,8.856,1.027,2.363,1.751,10.745
3.852,0.22,11.753,9.627,1.454,9.681,4.16,2.745,2.018,2.614,A1,3.902,3.637,3.766,4.787,1.902,4.922
